,variance,similarity,delta_mod,size,nodes_num,nb_communities,modularity
0,0.00015153301374527147,0.9884201684738078,0.04016620498614958,25,17,11,-0.01939058171745154
1,0.0002849088021117087,0.9350712281541348,0.05263157894736842,25,17,10,0.03324099722991688
2,0.00010388502236784561,0.869372896410813,0.052631578947368425,25,17,10,0.0858725761772853
3,8.99747546443014e-05,0.8484415954876178,0.07340720221606647,25,17,10,0.15927977839335178
4,7.521120924486458e-05,0.8182807731657208,0.04847645429362879,25,17,10,0.20775623268698057
5,8.762977570767558e-05,0.8230911159789109,0.06371191135734072,25,17,9,0.2714681440443213
6,2.1178474689420566e-05,0.8164399017231114,0.027700831024930705,25,17,9,0.299168975069252
7,3.197028874855161e-05,0.7879127001821457,0.04432132963988927,25,17,7,0.34349030470914127
8,4.835444786335274e-05,0.7619319473071741,0.03878116343490301,25,17,7,0.3822714681440443
9,7.932413041643334e-05,0.7420830658849975,0.03324099722991691,25,17,5,0.4155124653739612
10,9.10060542813512e-05,0.7099474476911467,0.03601108033240996,25,17,5,0.45152354570637115
11,7.104303987845372e-05,0.7912680768083998,0.018005540166204925,25,17,4,0.4695290858725761
12,1.232595164407831e-32,1.0,0.0,25,17,4,0.4695290858725761
13,1.232595164407831e-32,1.0,0.0,25,17,4,0.4695290858725761
14,1.232595164407831e-32,1.0,0.0,25,17,4,0.4695290858725761
15,1.232595164407831e-32,1.0,0.0,25,17,4,0.4695290858725761
16,1.232595164407831e-32,1.0,0.0,25,17,4,0.4695290858725761
17,1.232595164407831e-32,1.0,0.0,25,17,4,0.4695290858725761
18,1.232595164407831e-32,1.0,0.0,25,17,4,0.4695290858725761
19,1.232595164407831e-32,1.0,0.0,25,17,4,0.4695290858725761
20,2.301722702932828e-05,0.95851672926111,0.014824544942766,25,20,13,-0.07140176393319574
21,6.111082725158934e-05,0.9077418176927944,0.03312066053668607,25,20,13,-0.03828110339650967
22,1.4819565761132875e-05,0.9043950373856601,0.007693751172827917,25,20,12,-0.030587352223681752
23,5.406551764949106e-05,0.8952338982423159,0.04616250703696753,25,20,11,0.01557515481328578
24,9.475634776111663e-05,0.8983207006674285,0.027397260273972608,25,20,10,0.04297241508725839
25,7.216044120479144e-05,0.8714977529145109,0.03584162131732029,25,20,11,0.07881403640457868
26,5.1138716655020996e-05,0.8308174743716609,0.02458247325952337,25,20,9,0.10339650966410205
27,3.8148503634432825e-05,0.8226444403244979,0.034058922874835806,25,20,9,0.13745543253893786
28,4.7198472609623926e-05,0.8126851838770582,0.02889848001501219,25,20,8,0.16635391255395005
29,8.265785194230874e-05,0.7943397624662697,0.030493525989866793,25,20,7,0.19684743854381684
30,0.000104688089660201,0.7207285441130055,0.03959467066991926,25,20,7,0.2364421092137361
31,5.145848293913695e-05,0.7118151132928938,0.019797335334959643,25,20,6,0.25623944454869574
32,0.0004208478968820639,0.8132172493807531,0.0471945956089323,25,20,3,0.30343404015762804
33,7.028040926901453e-07,0.9026029241225215,0.0,25,20,3,0.30343404015762804
34,2.7733391199176196e-32,1.0,0.0,25,20,3,0.30343404015762804
35,2.7733391199176196e-32,1.0,0.0,25,20,3,0.30343404015762804
36,2.7733391199176196e-32,1.0,0.0,25,20,3,0.30343404015762804
37,2.7733391199176196e-32,1.0,0.0,25,20,3,0.30343404015762804
38,2.7733391199176196e-32,1.0,0.0,25,20,3,0.30343404015762804
39,2.7733391199176196e-32,1.0,0.0,25,20,3,0.30343404015762804
40,2.7733391199176196e-32,1.0,0.0,25,20,3,0.30343404015762804
41,0.000250890258841491,0.5893363120795457,0.040816326530612235,25,7,3,-0.06802721088435379
42,0.0,1.0,0.06802721088435379,25,7,2,0.0
43,0.0,1.0,0.0,25,7,1,0.0
44,0.0,1.0,0.0,25,7,1,0.0
45,0.0,1.0,0.0,25,7,1,0.0
46,0.0,1.0,0.0,25,7,1,0.0
47,0.0,1.0,0.0,25,7,1,0.0
48,0.0,1.0,0.0,25,7,1,0.0
49,0.0,1.0,0.0,25,7,1,0.0
50,0.0,1.0,0.0,25,7,1,0.0
51,3.3785129247812704e-06,0.9990164140351016,0.004149305555555566,25,218,139,-0.06962673611111132
52,2.811440972222214e-06,0.99609582239568,0.004140624999999995,25,218,139,-0.06548611111111133
53,2.657679880401087e-07,0.9932335876992223,0.004131944444444466,25,218,138,-0.06135416666666686
54,1.7329354745369924e-07,0.9919110057513344,0.004305555555555618,25,218,137,-0.057048611111111244
55,3.1660397376540123e-08,0.991123212532404,0.0041493055555556005,25,218,137,-0.052899305555555644
56,6.075906635802441e-07,0.9899666309845774,0.0077864583333333084,25,218,137,-0.045112847222222335
57,2.0544287712191203e-06,0.9894278133349199,0.004157986111111109,25,218,137,-0.040954861111111227
58,2.4149698591820848e-06,0.9876074012547805,0.004114583333333331,25,218,136,-0.036840277777777895
59,2.4653211805554517e-07,0.9927856411884501,0.004227430555555564,25,218,136,-0.03261284722222233
60,3.800388213734593e-07,0.9906798848616726,0.005607638888888954,25,218,135,-0.027005208333333378
61,3.010807291666796e-07,0.9887117229401506,0.004079861111111124,25,218,135,-0.022925347222222253
62,1.4230034722222646e-07,0.9873105887089559,0.0038802083333333293,25,218,135,-0.019045138888888924
63,3.017872299382754e-07,0.9858911130927779,0.0053645833333333445,25,218,134,-0.01368055555555558
64,3.9296223958333927e-07,0.9846878259478696,0.00426215277777778,25,218,133,-0.0094184027777778
65,4.826562500000023e-07,0.9830765684850538,0.004175347222222217,25,218,133,-0.005243055555555583
66,8.477618634259301e-07,0.9828267308652947,0.006284722222222249,25,218,133,0.0010416666666666651
67,1.4448958333333269e-06,0.9887820629290444,0.004262152777777776,25,218,131,0.005303819444444442
68,8.739588155864168e-07,0.983690578358731,0.0040885416666666665,25,218,131,0.009392361111111108
69,3.380876253858023e-07,0.9860542195527853,0.004270833333333316,25,218,130,0.013663194444444424
70,2.0258680555555593e-07,0.9853445781651254,0.004131944444444447,25,218,130,0.01779513888888887
71,2.2891348379629531e-07,0.9864634853782508,0.004722222222222225,25,218,130,0.022517361111111096
72,9.28947723765427e-07,0.9829113890457459,0.006935763888888877,25,218,130,0.029453124999999972
73,1.343246527777782e-06,0.9883919961994327,0.0041319444444444554,25,218,129,0.03358506944444443
74,1.8420613908178874e-06,0.9849058672687181,0.004123263888888853,25,218,126,0.03770833333333328
75,8.512266107252935e-07,0.983701792743613,0.004149305555555559,25,218,125,0.04185763888888884
76,5.203891782407439e-07,0.9799716393022377,0.005633680555555555,25,218,125,0.047491319444444395
77,1.7450930748456634e-07,0.9792567612171386,0.00300347222222222,25,218,127,0.050494791666666615
78,3.3971764081790236e-07,0.9769691895015994,0.005286458333333348,25,218,126,0.05578124999999996
79,6.725361689814816e-07,0.9732652971142477,0.005677083333333326,25,218,121,0.06145833333333329
80,5.726461226851869e-07,0.9703529315173798,0.003003472222222227,25,218,124,0.06446180555555552
81,1.355912905092594e-06,0.971795358488027,0.004270833333333335,25,218,124,0.06873263888888885
82,5.72829378858015e-07,0.9881326314160603,0.003923611111111086,25,218,124,0.07265624999999994
83,4.905787037037044e-07,0.9899184429485589,0.004852430555555565,25,218,121,0.0775086805555555
84,1.7369381751543354e-07,0.9868112436768426,0.0035069444444444098,25,218,121,0.08101562499999991
85,1.670806809413571e-07,0.9844279540363308,0.0037500000000000033,25,218,123,0.08476562499999991
86,1.70409673996908e-07,0.9803518948232363,0.004166666666666652,25,218,121,0.08893229166666657
87,2.244413097993815e-07,0.9789092250902244,0.004157986111111123,25,218,121,0.09309027777777769
88,7.780519386574113e-07,0.9789915561550273,0.006432291666666673,25,218,121,0.09952256944444436
89,1.044548611111101e-06,0.9802835064431461,0.0035503472222221943,25,218,121,0.10307291666666656
90,6.708605806327101e-07,0.9728865452496799,0.003550347222222222,25,218,118,0.10662326388888878
91,8.198471257715965e-08,0.9743570336493966,0.0035156249999999944,25,218,120,0.11013888888888877
92,1.385990547839522e-07,0.9708927730330782,0.0041753472222222365,25,218,118,0.11431423611111101
93,3.8731505594135654e-07,0.9761220310006838,0.005434027777777767,25,218,118,0.11974826388888878
94,3.1336805555554815e-07,0.9745091225570731,0.004140624999999981,25,218,116,0.12388888888888876
95,3.435631269290089e-07,0.9711896222956866,0.004131944444444494,25,218,116,0.12802083333333325
96,3.696694155092539e-07,0.9772896155387241,0.004357638888888904,25,218,115,0.13237847222222215
97,7.166702835648532e-07,0.9797704877765234,0.0051302083333338855,25,218,115,0.13750868055555604
98,2.65969087577147e-07,0.9789264973920613,0.003255208333333204,25,218,114,0.14076388888888924
99,1.6591748649691284e-07,0.975128796798513,0.0038628472222223265,25,218,114,0.14462673611111157
100,1.518525752314792e-07,0.9720428288537037,0.004192708333333406,25,218,114,0.14881944444444498
101,3.6345920138888544e-07,0.9698106083233764,0.005303819444444385,25,218,114,0.15412326388888936
102,5.638269193672798e-07,0.9687828634801166,0.004105902777777781,25,218,113,0.15822916666666714
103,6.537053915895106e-07,0.9685051639268714,0.005460069444444493,25,218,113,0.16368923611111164
104,8.587714602623614e-07,0.9669683817230466,0.004088541666666695,25,218,112,0.16777777777777833
105,9.153653067129513e-07,0.963368858707011,0.003012152777777749,25,218,112,0.17078993055555608
106,3.9894097222222664e-07,0.9694712000461921,0.004149305555555538,25,218,112,0.17493923611111162
107,5.311745273919785e-07,0.9633417733183631,0.00401909722222224,25,218,112,0.17895833333333386
