,variance,similarity,delta_mod,size,nodes_num,nb_communities,modularity
0,0.0,1.0,0.0,25,2,1,0.0
1,0.0,1.0,0.0,25,2,1,0.0
2,0.0,1.0,0.0,25,2,1,0.0
3,0.0,1.0,0.0,25,2,1,0.0
4,0.0,1.0,0.0,25,2,1,0.0
5,0.0,1.0,0.0,25,2,1,0.0
6,0.0,1.0,0.0,25,2,1,0.0
7,0.0,1.0,0.0,25,2,1,0.0
8,0.00036116468663513447,0.9711422063068668,0.04875283446712017,25,21,11,-0.0306122448979592
9,0.0004985042240630188,0.9020862776598938,0.09523809523809523,25,21,11,0.06462585034013603
10,0.0002823021272000864,0.8618771916861645,0.09750566893424036,25,21,11,0.16213151927437638
11,0.00019770774522961086,0.8420125908019153,0.05668934240362808,25,21,10,0.21882086167800446
12,0.00036901496804315104,0.8314957793136244,0.0941043083900227,25,21,11,0.31292517006802717
13,0.00024159480874738398,0.8424270712319581,0.06122448979591838,25,21,7,0.37414965986394555
14,0.00014387009527923016,0.8712811650990017,0.035147392290249435,25,21,7,0.409297052154195
15,0.00013965374509592162,0.8655871316682635,0.04535147392290251,25,21,6,0.4546485260770975
16,0.00015811518863025173,0.8763781696201615,0.046485260770975034,25,21,6,0.5011337868480725
17,6.387462014284164e-05,0.9119952941140859,0.024943310657596363,25,21,5,0.5260770975056689
18,9.406780096770436e-05,0.9503315540394727,0.02267573696145131,25,21,4,0.5487528344671202
19,1.9744859395005073e-05,0.9913782736350614,0.0226757369614512,25,21,5,0.5714285714285714
20,0.00012669618111794923,0.9446772558249786,0.0,25,21,5,0.5714285714285714
21,1.232595164407831e-32,1.0,0.0,25,21,5,0.5714285714285714
22,1.232595164407831e-32,1.0,0.0,25,21,5,0.5714285714285714
23,1.232595164407831e-32,1.0,0.0,25,21,5,0.5714285714285714
24,1.232595164407831e-32,1.0,0.0,25,21,5,0.5714285714285714
25,1.232595164407831e-32,1.0,0.0,25,21,5,0.5714285714285714
26,1.232595164407831e-32,1.0,0.0,25,21,5,0.5714285714285714
27,1.232595164407831e-32,1.0,0.0,25,21,5,0.5714285714285714
28,0.0003312057380437978,0.9875738093799897,0.04421768707482992,25,19,14,0.09297052154195007
29,0.0002011013929381273,0.9437134826156549,0.040816326530612235,25,19,13,0.1337868480725623
30,0.00011035319645620918,0.8954574215325857,0.05782312925170069,25,19,12,0.191609977324263
31,9.101968829859987e-05,0.8614460938063783,0.044217687074829926,25,19,11,0.23582766439909292
32,8.988024537101296e-05,0.8429861308574309,0.054421768707483,25,19,10,0.2902494331065759
33,8.9353715787146e-05,0.8242756645111461,0.037414965986394544,25,19,8,0.32766439909297046
34,6.893424036281155e-05,0.8098648183954406,0.03401360544217685,25,19,7,0.3616780045351473
35,6.422015518225416e-05,0.8112082181547916,0.03968253968253971,25,19,6,0.401360544217687
36,7.66141679649942e-05,0.7589339460984662,0.029478458049886636,25,19,7,0.43083900226757366
37,6.31095068412853e-05,0.8724830707971329,0.02380952380952378,25,19,6,0.45464852607709744
38,0.00010617798139664,0.8271841405425798,0.029478458049886636,25,19,6,0.4841269841269841
39,6.651549508692322e-06,0.9835929783048502,0.007936507936507908,25,19,5,0.492063492063492
40,3.0814879110195774e-33,1.0,0.0,25,19,4,0.492063492063492
41,3.0814879110195774e-33,1.0,0.0,25,19,4,0.492063492063492
42,3.0814879110195774e-33,1.0,0.0,25,19,4,0.492063492063492
43,3.0814879110195774e-33,1.0,0.0,25,19,4,0.492063492063492
44,3.0814879110195774e-33,1.0,0.0,25,19,4,0.492063492063492
45,3.0814879110195774e-33,1.0,0.0,25,19,4,0.492063492063492
46,3.0814879110195774e-33,1.0,0.0,25,19,4,0.492063492063492
47,3.0814879110195774e-33,1.0,0.0,25,19,4,0.492063492063492
