,variance,similarity,delta_mod,size,nodes_num,nb_communities,modularity
0,2.2765193710079776e-05,0.995496577882282,0.012955342173449166,35,42,26,-0.03391251333638166
1,3.081699561378668e-05,0.9722078848054994,0.02194787379972566,35,42,26,-0.011964639536655998
2,5.157517202800013e-05,0.9543494605367258,0.03429355281207132,35,42,25,0.02232891327541532
3,5.128234354235426e-05,0.944015011651308,0.01691815272062186,35,42,25,0.03924706599603718
4,2.0858466117049224e-05,0.9543888933892228,0.016308489559518358,35,42,24,0.05555555555555554
5,2.9668741570730225e-05,0.9470814950634338,0.028501752781588174,35,42,24,0.08405730833714371
6,4.0594857624674346e-05,0.9272457249720711,0.022862368541380865,35,42,23,0.10691967687852458
7,3.995601686372546e-05,0.9180402463149075,0.021338210638622235,35,42,24,0.1282578875171468
8,4.566768469153905e-05,0.9358425042819479,0.03337905807041608,35,42,23,0.1616369455875629
9,5.777287085493058e-05,0.9225013280530291,0.010973936899862813,35,42,23,0.1726108824874257
10,3.0390927938933255e-05,0.9162543949166395,0.02423411065386369,35,42,22,0.1968449931412894
11,1.998744288911157e-05,0.8924868784487209,0.01333638164913889,35,42,20,0.21018137479042828
12,2.7559026256278942e-05,0.8765487511939015,0.025758268556622443,35,42,21,0.23593964334705073
13,4.224462655497548e-05,0.8548523899106557,0.023853071178174062,35,42,18,0.2597927145252248
14,6.269863417111143e-05,0.8690140202025682,0.027892089620484728,35,42,17,0.2876848041457095
15,4.9150838898497945e-05,0.9016192280083974,0.030406950160036528,35,42,17,0.31809175430574604
16,3.838398975752845e-05,0.9116668397937933,0.017604023776863265,35,42,17,0.3356957780826093
17,3.988463737209764e-05,0.9127715727502741,0.02126200274348422,35,42,16,0.35695778082609353
18,2.953245870235002e-05,0.9011716081892254,0.016003657978966634,35,42,14,0.37296143880506016
19,4.042702858617635e-05,0.882686535910645,0.022862368541380906,35,42,14,0.39582380734644107
20,3.98256222344926e-05,0.9189497963683385,0.02331961591220849,35,42,14,0.41914342325864956
21,2.7446713546617386e-05,0.8862344561768993,0.013183965858862945,35,42,13,0.4323273891175125
22,3.298912057407936e-05,0.8689856947671617,0.02133821063862218,35,42,13,0.4536655997561347
23,2.278340829742092e-05,0.8635723232300468,0.018213686937966767,35,42,11,0.47187928669410145
24,3.4417611183961025e-05,0.8514567528596165,0.02408169486358791,35,42,12,0.49596098155768936
25,3.259385000188381e-05,0.8593547039752778,0.0173754000914495,35,42,10,0.5133363816491389
26,2.8420472798968852e-05,0.8756832344255928,0.020957171162932386,35,42,12,0.5342935528120712
27,6.157740344781313e-05,0.901561023674616,0.03711324493217505,35,42,10,0.5714067977442463
28,0.00010876537269961242,0.8739671943503273,0.02263374485596703,35,42,10,0.5940405426002133
29,9.030811343947213e-05,0.8952492382620048,0.02263374485596714,35,42,9,0.6166742874561805
30,7.728638160668435e-05,0.947207850200323,0.0,35,42,8,0.6166742874561805
31,2.5954647021304853e-05,0.9544779260640297,0.02080475537265658,35,42,8,0.637479042828837
32,1.3872662985438977e-05,0.9729110485595605,0.01714677640603568,35,42,7,0.6546258192348727
33,4.018609435633324e-05,0.9690163580364787,0.0019814052735862564,35,42,6,0.656607224508459
34,2.3788106880429724e-07,0.9696584455933683,0.0012193263222070039,35,42,5,0.657826550830666
35,1.1093356479670479e-31,1.0,0.0,35,42,5,0.657826550830666
36,1.1093356479670479e-31,1.0,0.0,35,42,5,0.657826550830666
37,1.1093356479670479e-31,1.0,0.0,35,42,5,0.657826550830666
38,1.1093356479670479e-31,1.0,0.0,35,42,5,0.657826550830666
39,1.1093356479670479e-31,1.0,0.0,35,42,5,0.657826550830666
40,1.1093356479670479e-31,1.0,0.0,35,42,5,0.657826550830666
41,1.1093356479670479e-31,1.0,0.0,35,42,5,0.657826550830666
42,1.1093356479670479e-31,1.0,0.0,35,42,5,0.657826550830666
43,2.714385378159703e-07,0.9993808400796526,0.0011148216842097446,35,327,206,-0.002779630314736061
44,2.27803211468636e-07,0.9980255209723033,0.0011129657102626708,35,327,206,-0.0016666646044733902
45,2.4794666720488906e-09,0.9955562122302216,0.001119770948068609,35,327,206,-0.0005468936564047811
46,1.6596595359247687e-07,0.9940504844057192,0.002175820123954315,35,327,206,0.0016289264675495338
47,2.0840366222100493e-07,0.9929039735005236,0.0020997251921242386,35,327,205,0.003728651659673772
48,1.8998546493151718e-07,0.992323381586661,0.0010937873128095649,35,327,205,0.004822438972483337
49,8.177946544362129e-08,0.9944940758203382,0.002086114716512352,35,327,205,0.006908553688995689
50,2.0910757340116034e-07,0.9939885817556695,0.0011370933715746405,35,327,203,0.00804564706057033
51,5.910794003411437e-08,0.9920079790459715,0.002097869218177159,35,327,202,0.010143516278747489
52,2.663127134365897e-07,0.9914740990049197,0.0021090050618596083,35,327,202,0.012252521340607097
53,9.372288189073625e-08,0.9935727956036502,0.0012243241470871712,35,327,202,0.013476845487694268
54,2.325214181094851e-07,0.9908186901473006,0.001158746400957188,35,327,201,0.014635591888651456
55,6.514703789978651e-08,0.9902184920279162,0.0020892080064241775,35,327,202,0.016724799895075634
56,2.3555460343978383e-07,0.9897000498897659,0.001976612253634928,35,327,200,0.018701412148710562
57,9.544760419228113e-08,0.988748722870662,0.0011123470522803117,35,327,200,0.019813759200990873
58,1.86031397075161e-07,0.9884917804360276,0.0013870311964474004,35,327,200,0.021200790397438274
59,1.21975560289995e-07,0.9904762466317949,0.002170252202113091,35,327,199,0.023371042599551365
60,3.073964872982102e-07,0.9884201955666185,0.0021139543257184777,35,327,198,0.025484996925269843
61,1.3555972107600006e-07,0.9854759751702364,0.0011290508178039872,35,327,199,0.02661404774307383
62,2.439910915182122e-07,0.9850092938685547,0.0011259575278921956,35,327,197,0.027740005270966026
63,8.187418505696576e-08,0.9863862478431643,0.0020916826383535966,35,327,199,0.029831687909319622
64,2.8344817704388744e-07,0.983510953666151,0.0021875746256191167,35,327,199,0.03201926253493874
65,2.141615837887295e-07,0.9865340270052925,0.002209227655001568,35,327,199,0.03422849018994031
66,3.9017584107726276e-07,0.9879986563774094,0.0010758462313211897,35,327,198,0.0353043364212615
67,4.0115169912049646e-07,0.9932885198737897,0.0021609723323777127,35,327,199,0.03746530875363921
68,4.213085691101165e-07,0.9937524255614791,0.0032652768308873495,35,327,196,0.04073058558452656
69,8.820350695230563e-07,0.9937424989563024,0.0021473618567658392,35,327,197,0.0428779474412924
70,5.234883613380517e-07,0.997789628343245,0.0011210082640333296,35,327,196,0.04399895570532573
71,3.33254796144345e-07,0.9966842583171003,0.0021207595635244214,35,327,196,0.04611971526885015
