,variance,similarity,delta_mod,size,nodes_num,nb_communities,modularity
0,3.555372724413757e-08,0.9999767913227265,0.00052924020575984,30,1593,1018,-0.026775234083237145
1,4.0490421878726074e-08,0.9997482224723948,0.0005296610169491511,30,1593,1017,-0.026245573066287994
2,2.6348595022126932e-08,0.9994898027686182,0.0005290999353634029,30,1593,1017,-0.02571647313092459
3,1.671452526400117e-09,0.9993748266491924,0.0005300818281384623,30,1593,1017,-0.02518639130278613
4,9.447961741181715e-12,0.9992055951083435,0.0005338691288422938,30,1593,1017,-0.024652522173943835
5,1.4864049249076596e-11,0.9989437985101937,0.0005313442617064061,30,1593,1016,-0.02412117791223743
6,2.5121552326430217e-09,0.9987430884044314,0.000799120448506177,30,1593,1016,-0.02332205746373125
7,5.541736737330054e-09,0.999065899686093,0.0005296610169491511,30,1593,1014,-0.0227923964467821
8,1.2529220162510254e-08,0.9991162187279371,0.0005279777721918996,30,1593,1014,-0.0222644186745902
9,8.255180051124323e-09,0.9990473541765434,0.0005330275064636576,30,1593,1014,-0.021731391168126543
10,1.1660993592140667e-09,0.9990485245881354,0.0005279777721919031,30,1593,1014,-0.02120341339593464
11,1.1457077919325144e-11,0.9989985140721729,0.0005299415577420252,30,1593,1013,-0.020673471838192615
12,1.2637734276240048e-11,0.9986983956927236,0.0005292402057598435,30,1593,1013,-0.02014423163243277
13,2.1520760531474244e-10,0.998650205204365,0.0006065291941970731,30,1593,1013,-0.0195377024382357
14,1.9965271742335113e-10,0.9985982514301425,0.0005276972313990221,30,1593,1011,-0.019010005206836676
15,1.975028100788774e-10,0.9984003707173909,0.0005288193945705288,30,1593,1010,-0.018481185812266147
16,9.094852773792603e-09,0.9981481242049829,0.000978386015153685,30,1593,1010,-0.017502799797112462
17,4.2311457739330436e-08,0.997960647495024,0.0005296610169491511,30,1593,1011,-0.01697313878016331
18,4.478947839417222e-08,0.9981753661102198,0.0005281180425883332,30,1593,1011,-0.016445020737574978
19,3.363772052606868e-12,0.9993566516615257,0.0005286791241740849,30,1593,1010,-0.015916341613400893
20,2.2056335375098932e-12,0.9991816636120655,0.0005302220985348837,30,1593,1009,-0.01538611951486601
21,2.1835966592936e-12,0.9989296719896245,0.0005302220985348455,30,1593,1008,-0.014855897416331164
22,2.9311671458266612e-12,0.9987636188557775,0.0005296610169491563,30,1593,1009,-0.014326236399382008
23,5.177267212675708e-12,0.9984658226239491,0.0005355523735995332,30,1593,1009,-0.013790684025782474
24,7.424853894270657e-12,0.9982952950451796,0.0005296610169491008,30,1593,1006,-0.013261023008833374
25,7.663499293635168e-12,0.9983802803500357,0.0005312039913099066,30,1593,1006,-0.012729819017523467
26,2.1763376066883216e-10,0.9983342199898526,0.0006034432454755673,30,1593,1006,-0.0121263757720479
27,3.9474627146198056e-10,0.9983807184711676,0.0005290999353633041,30,1593,1008,-0.011597275836684596
28,8.004192928743346e-10,0.9982338908889715,0.0005281180425883315,30,1593,1008,-0.011069157794096264
29,1.3060821569021522e-09,0.9978606093324885,0.0005298012873455465,30,1593,1008,-0.010539356506750718
30,3.2648356514781876e-11,0.9992349028974526,0.0005321858840850267,30,1593,1007,-0.01000717062266569
31,2.391414127550728e-09,0.9991431357024452,0.0007975774741453678,30,1593,1007,-0.009209593148520323
32,2.3594320586721068e-09,0.9988836775754064,0.000529380476156277,30,1593,1004,-0.008680212672364046
33,6.173872699603167e-09,0.9987230594591221,0.0005303623689313416,30,1593,1003,-0.008149850303432704
34,1.088580790212217e-08,0.9986620162374208,0.000528679124174071,30,1593,1003,-0.0076211711792586335
35,1.6667732970075679e-09,0.999249401968306,0.0005292402057598383,30,1593,1003,-0.007091930973498795
36,1.598906686091986e-11,0.9991678132503665,0.0005299415577420304,30,1593,1003,-0.006561989415756765
37,9.249401598185442e-09,0.9989381370192021,0.0010617066306377416,30,1593,1002,-0.005500282785119023
38,2.153162340070853e-08,0.99882916320015,0.0006149454179833211,30,1593,1003,-0.004885337367135702
39,4.216268775831651e-08,0.9995546809975702,0.0005292402057598435,30,1593,1003,-0.004356097161375859
40,4.2217046790400736e-08,0.9993090242186229,0.0005298012873455613,30,1593,1003,-0.0038262958740302973
